id_dim_vigencia,id_dim_contrato,id_dim_contratada,id_dim_licitacao,val_executado,val_mensal,val_total,"num_contrato","contratada","cnpj","objeto","cat_objeto","res_objeto","uni_beneficiada","sei_originario","sei_pagamento","ano_contrato","ini_vigencia","fim_vigencia","decisao","rlc","classificacao_rlc","rtc","telefone_rtc","email_rtc","tip_logadouro","logadouro_con","numero","complemento","bairro","cidade","uf","cep","npl","modalidade","num_empenho","adi_prazo","adi_valor","num_apostilamento","situacao","lei","num_peintegrado","sta_peintegrado","num_efisco","sta_efisco","sta_remessatce","sta_transferegov","sta_doe","logadouro","contato_rtc",vigencia,dia_inicio,mes_inicio,ano_inicio,dia_fim,mes_fim,ano_fim,"semestre_inicio","semestre_fim"
254,10366,575,1368,16786246.0,0.0,74482731.0,"132025","WC Viagens e Turismo ","13.480.254/000104","Prestação de serviços de reserva, emissão e entrega de bilhetes
aéreos para viagens nacionais e internacionais e demais serviços correlatos","Serviço contínuo","Passagens aéreas","Reitoria","0040608352.000019/202517"," ","2025.0","2025/07/17 00:00:00.000","2026/07/17 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3391.2024.AC03.PE.0819.SAD","Pregão eletrônico","2025NE001963 "," "," ","0","Em execução","14133/21","LEG00040/2025FESPUPE440702","CONCLUÍDO","43/2025"," ","SEM CADASTRO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,17,7,2025,17,7,2026,"2","2"
255,10367,576,1369,526000.0,0.0,526000.0,"262025","Outros","11.022.597/000191","ELETROCARDIOGRAFO  PORTATIL","Equipamento","Eletrocardiógrafo","Outros","0040609855.000003/202425"," ","2025.0","2025/11/12 00:00:00.000","2026/11/12 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0266.2024.CPL.REIT.PE.0003.FESPUPE","Pregão eletrônico","2025NE001287"," "," ","0","Em execução","14133/21","LEG00058/2025FESPUPE440702","COM PENDÊNCIA","14/2025","ATUALIZADO","CONCLUÍDO","SEM CADASTRO","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,12,11,2025,12,11,2026,"2","2"
256,10368,577,1370,11815973.0,0.0,16721964.0,"242024","Outros","10.921.252/000107","Prestação de serviços de digitalização de documentos, contemplando preparação, organização, traslado e armazenamento de documentos físicos e digitais, realização de gestão, incluindo a definição de rotinas de busca e recuperação dos documentos armazenados fisicamente, para atender as necessidades da Universidade de Pernambuco","Serviço contínuo","Digitalização","UPE","0040608313.000054/202411"," ","2024.0","2024/08/15 00:00:00.000","2026/08/14 00:00:00.000","Prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00482023AC22IN0005SAD","Inexigibilidade","2025NE002847","1º"," ","0","Em execução","8666/93","LEG00005/2025-FESP-UPE-440702","COM PENDÊNCIA","83/2024","ATUALIZADO","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",729,15,8,2024,14,8,2026,"2","2"
257,10369,578,1371,34474944.0,0.0,34474944.0,"232024","Minha Biblioteca ","13.183.749/000163","Contratação de assinatura anual (licença de uso) de biblioteca digital (base de dados) de livros eletrônicos (ebooks) MINHA BIBLIOTECA","Serviço contínuo","Assinatura","UPE","0040608277.000045/202323"," ","2024.0","2024/08/02 00:00:00.000","2026/08/02 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01802024CPLREITIN0005FESPUPE","Inexigibilidade","2024NE000962","1º"," ","0","Em execução","14133/21","LEG00004/2025FESPUPE440702","CONCLUÍDO","36/2024"," ","CONCLUÍDO","COM PENDÊNCIA"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",730,2,8,2024,2,8,2026,"2","2"
258,10370,579,1372,120528.0,0.0,120528.0,"172025","MBM Seguradora","87.883.807/000106","Prestação de serviços de Cobertura Securitária Seguro de Vida em Grupo e Contra Acidentes Pessoais Coletivos para os estudantes com estágios obrigatórios da Universidade de Pernambuco  Campus Caruaru","Serviço contínuo","Seguro","Caruaru","0040610063.000004/202556","0040610063.000004/202556","2025.0","2025/09/23 00:00:00.000","2026/09/23 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3961.2025.CCD UPE.DL.0009.FESPUPE","Dispensa","2125NE001447"," "," ","0","Em execução","14133/21","LEG00045/2025FESPUPE440702","COM PENDÊNCIA","24/2025","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,23,9,2025,23,9,2026,"2","2"
255,10371,580,1373,5400000.0,0.0,5400000.0,"252025","Getinge do Brasil ","06.028.137/000211","BALAO INTRAAORTICO","Equipamento","Balão intra-aórtico","Outros","0040609855.000003/202425"," ","2025.0","2025/11/12 00:00:00.000","2026/11/12 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0266.2024.CPL.REIT.PE.0003.FESPUPE","Pregão eletrônico","2025NE002294/ 2025NE002295 "," "," ","0","Em execução","14133/21","LEG00059/2025FESPUPE440702","COM PENDÊNCIA","15/2025","ATUALIZADO","SEM CADASTRO","SEM CADASTRO","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,12,11,2025,12,11,2026,"2","2"
259,10372,581,1374,6777776.0,327447.0,3929364.0,"182023","JMF Construções e Serviços Terceirizados ","10.624.354/000160","Prestação de Serviços de copeiragem par atender a Reitoria da UPE.","Serviço com mão de obra","Copeira","Reitoria","0040608353.000066/202399","0040610245.000018/202531","2023.0","2023/09/05 00:00:00.000","2026/09/05 00:00:00.000","Prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","02012022PREGVPE0134SAD","Pregão eletrônico","2024NE002243","2º"," ","0","Em execução","8666/93","LEG00057/2025FESPUPE440702","CONCLUÍDO","145/2023"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,5,9,2023,5,9,2026,"2","2"
260,10373,582,1375,4965375.0,198615.0,595845.0,"052025","ABS Transportes e Turismo","02.355.633/0001-48","Contratação emergencial para a prestação de Serviço de Locação de 03 (três) Veículos, por meio de Dispensa Eletrônica de Licitação com fundamento no art. 75, inc. VIII da Lei nº 14.133/21, visando atender as necessidades da Reitoria da Universidade de Pernambuco, pelo período de até 03 (três) meses","Serviço contínuo","Locação de veículos","Reitoria","00406110014255.000027/202544","0040610245.000069/202563","2025.0","2025/04/15 00:00:00.000","2025/06/11 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","39502025CCDUPECD0001FESPUPE","Dispensa ","2025NE000629
2025NE001536"," "," ","0","Encerrado","14133/21","LEG00021/2025FESPUPE440702","ENCERRADO","19/2025"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",57,15,4,2025,11,6,2025,"1","1"
261,10374,583,1376,187100.0,0.0,187100.0,"412025","Outros","87.140.307/000176","Contratação da assinatura da base de dados WebDewey, da Online Computer Library Center (OCLC) por meio de Inexigibilidade de licitação com fundamento no art. 74, inc. I da Lei nº 14.133/21, visando atender as necessidades do Núcleo de Gestão de Bibliotecas da UPE","Serviço contínuo","Assinatura","Reitoria","0040608277.000043/202504"," ","2025.0","2025/12/17 00:00:00.000","2030/12/17 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3993.2025.CCD UPE.DL.0004.FESPUPE","Inexigibilidade","2025NE002406"," "," ","0","Em execução","14133/21","0","SEM CADASTRO","64/2025","ATUALIZADO"," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1826,17,12,2025,17,12,2030,"2","2"
262,10375,584,1377,0.0,117917254.0,1415007048.0,"312025","Outros","13.258.693/0001-69","Constitui objeto do presente CONTRATO a prestação de serviços de Controle, Operação e Fiscalização de Portarias (dois postos) para atender as demandas da Reitoria da UPE, a serem  executados com regime de dedicação exclusiva de mão de obra, nas condições estabelecidas no
Termo de Referência, na proposta da CONTRATADA e nos demais documentos constantes do processo administrativo em epígrafe","Serviço com mão de obra","Porteiro","Reitoria","00406110014255.000065/2025-05","0040610245.000065/2026-66","2025.0","2025/12/01 00:00:00.000","2026/12/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","ARPC.0007.00.2025.GOV.SAD.PE","Ata ou contratos corporativos","2025NE003854  2026NE000015"," "," ","0","Em execução","14133/21","CT00002/2026-FESP-UPE-440702","CONCLUÍDO","209/2025"," "," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,1,12,2025,1,12,2026,"2","2"
174,10376,585,1378,50646472.0,0.0,13056472.0,"462022","Ebsco Brasil ","42.356.782/000146","Assinatura da base de evidências médicas DynaMed, da EBSCO, para atendimento aos servidores, alunos, professores e médicos da Universidade de Pernambuco.","Serviço contínuo","Assinatura","UPE","0040608277.000027/202261"," ","2022.0","2024/11/03 00:00:00.000","2026/11/03 00:00:00.000","Prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01062022CPLREITIN0032FESPUPE","Inexigibilidade","2024NE002942","3º","3º","0","Em execução","8666/93","LEG00033/2025FESPUPE440702","ENCERRADO CONCLUÍDO","178/2022"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",730,3,11,2024,3,11,2026,"2","2"
263,10377,586,1379,93937383.0,0.0,93937383.0,"032025","Siemens Healthcare Diagnosticos","01.449.930/000602","Fornecimento de aparelho de RESSONÂNCIA MAGNÉTICA e
aparelho de TOMOGRAFIA COMPUTADORIZADA POR RAIOS X","Equipamento","Ressonância magnética e tomógrafo","Outros","0040609855.000023/202315"," ","2025.0","2025/01/15 00:00:00.000","2025/08/13 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0029.2023.CPL.REIT.PE.0011.FESPUPE","Pregão eletrônico","
2024NE002506"," "," ","0","Em execução","14133/21","LEG00020/2025FESPUPE440702","ENCERRADO - COM PENDÊNCIA","63/2024"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",210,15,1,2025,13,8,2025,"1","2"
264,10378,587,1380,1036950.0,38750.0,465000.0,"332024","CASP Soluções Informática ","16.694.290/000150","Prestação de serviços de desenvolvimento, manutenção corretiva e evolutiva, testes, documentação, integração e implantação de sistemas nos ambientes de desenvolvimento, homologação e produção, em multiplataforma de desenvolvimento e banco de dados","Serviço contínuo","Sistemas e softwares","UPE","0040608339.000024/202417"," ","2024.0","2024/12/19 00:00:00.000","2026/12/19 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","32862024CCDDL0090FESPUPE","Dispensa","2024NE002944","1º"," ","0","Em execução","14133/21","LEG00014/2025FESPUPE440702","CONCLUÍDO","235/2024","ATUALIZADO","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",730,19,12,2024,19,12,2026,"2","2"
265,10379,588,1381,1979799.0,481656.0,5954472.0,"232021","Maranata P. de Serviços e Construções ","03.325.436/000149","Prestação de serviços de motorista e diárias para atender as necessidades da Reitoria da UPE","Serviço com mão de obra","Motorista","Reitoria","0040608353.000040/202189","0040610245.000019/202586","2021.0","2021/06/01 00:00:00.000","2025/05/31 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","02092019CCPLEVIPE0147SAD","Pregão eletrônico","2024NE000080","3º"," ","1°","Encerrado","8666/93","SEM CADASTRO","ENCERRADO SEM CADASTRO","47/2021"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1460,1,6,2021,31,5,2025,"1","1"
266,10380,589,1382,1972406.0,0.0,1972406.0,"312024","Outros","03.508.097/000136","Prestação de serviço especializado de consultoria em TIC, consistente na estruturação de um Programa de Governança em Privacidade específico para a Contratante, a fim de permitir sua adequação à Leri Geral de Proteção de Dados  LGPD","Serviço contínuo","Consultoria especializada","Reitoria","0040610185.000009/202411"," ","2024.0","2024/12/18 00:00:00.000","2025/12/18 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","32022024CPLREITDL0079FESPUPE","Dispensa","2024NE002722"," "," ","0","Em execução","14133/21","LEG00012/2025FESPUPE440702","COM PENDÊNCIA","216/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,18,12,2024,18,12,2025,"2","2"
267,10381,590,1383,436241811.0,23599011.0,275188132.0,"182024","Máxxima Empreendimentos ","07.534.634/000173","SERVICO DE LOCACAO DE IMOVEL  TIPO PREDIO,LOCALIZADO NO BAIRRO DE SANTO AMARO, CIDADE RECIFE,COM AREA CONSTRUIDA DE 8.900,01 A 9.000,00M2.","Serviço contínuo","Locação de imóvel","FOP","0040608284.000252/202399 ","0040610246.000003/202563","2024.0","2024/10/01 00:00:00.000","2029/10/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","02442024CPLREITIN0001FESPUPE","Inexigibilidade","2025NE000319","2º"," ","0","Em execução","14133/21","LEG00018/2024FESPUPE440702","CONCLUÍDO","3/2024","ATUALIZADO","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1826,1,10,2024,1,10,2029,"2","2"
268,10382,591,1384,87540196.0,0.0,4919996466.0,"622022","CEPE","10.921.252/000107","Prestação de serviços de publicação de editais, avisos, extratos de contratos e convênios e demais atos administrativos, no Diário Oficial do Estado de Pernambuco (DOE), para atender necessidades da Reitoria da UPE","Serviço contínuo","Publicação no DOE","Reitoria","0040608353000074/202254","0040610245.000006/202515","2022.0","2022/12/12 00:00:00.000","2026/12/12 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01352022CCPLEIIIN0014SAD","Inexigibilidade","2024NE000075","3º"," ","0","Em execução","8666/93","LEG00050/2025FESPUPE440702","CONCLUÍDO","228/2022","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1461,12,12,2022,12,12,2026,"2","2"
269,10383,592,1385,10040636.0,30236.0,362832.0,"212022","Prosel T. Limpeza e Construção","37.548.251/0001-34","Prestação de serviços de Limpeza e Conservação Predial, visando à obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra, produtos saneantes domissanitários, materiais e equipamentos para atender o Instituto Confúcio/ UPE.","Serviço com mão de obra","Limpeza predial","IC","0040608353.000069/202161
0040610020.000006/202461","0040610020.000007/202596","2022.0","2022/05/10 00:00:00.000","2026/05/09 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01682021CCPLEVPE0144SADFESPUPE","Pregão eletrônico","2024NE002124","3º"," ","2º","Em execução","8666/93","LEG00042/2025FESPUPE440702","CONCLUÍDO","27/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1460,10,5,2022,9,5,2026,"1","1"
270,10384,593,1386,535268.0,353392.0,8481408.0,"102023","RM T. e Gestão de Recursos Humanos ","05.465.222/000101","Prestação de serviço de mão de obra – do tipo recepcionista, nível médio com conhecimento básico em informática, posto de 44 horas semanais, turno diurno, segunda a sextafeira, para atender a Reitoria da UPE","Serviço com mão de obra","Recepcionista","Reitoria","0040608353.000062/202319","0040610245.000027/202522","2023.0","2023/07/26 00:00:00.000","2026/07/26 00:00:00.000","Prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01272022PREGVPE0088SAD","Pregão eletrônico","2024NE000078","2º"," ","1º","Em execução","8666/93","LEG00053/2025FESPUPE440702","CONCLUÍDO","110/2023","ATUALIZADO","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,26,7,2023,26,7,2026,"2","2"
271,10385,594,1387,128100.0,0.0,128100.0,"072025","MCR Sistemas e Consultoria ","04.198.254/000117","Fornecimento de licenças de software do tipo “AutoCAD LT”, com cessão para uso válida por 12 (doze) meses.","Serviço contínuo","Licenças","Reitoria","0040608665.000025/202541"," ","2025.0","2025/05/19 00:00:00.000","2026/05/19 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3947.2025.CCDUPE.DL.0005.FESPUPE","Dispensa ","2025NE000669"," "," ","0","Em execução","14133/21","LEG00024/2025FESPUPE440702","CONCLUÍDO","20/2025"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,19,5,2025,19,5,2026,"1","1"
272,10386,595,1388,3671635.0,348573.0,4182876.0,"012025","Servitium ","00.558.943/000134","Prestação de serviços de jardinagem, a serem executados com regime de dedicação exclusiva de mão de obra","Serviço com mão de obra","Jardineiro","Reitoria","00406110014255.000068/2024-50","0040610245.000046/202559","2025.0","2025/01/03 00:00:00.000","2026/01/03 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","06122024AC14PE0281SAD","Ata de registro de preço ","2024NE002996"," "," ","0","Em execução","14133/21","LEG00017/2025FESPUPE440702","CONCLUÍDO","250/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,3,1,2025,3,1,2026,"1","1"
273,10387,596,1389,6188388.0,0.0,43090488.0,"242025","Lexon S. & Construtora Empreendimentos","07.191.777/000120","Contratação de empresa de engenharia para execução da Construção de muro, alambrado, guarita, abrigo de lixo e urbanização do Polo da UPE em Tabira.","Serviço de engenharia ","Engenharia - obras","Tabira","0040608665.000033/202597"," ","2025.0","2025/11/07 00:00:00.000","2026/11/02 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0"," 3957.2025.CPL UPE EN.CE.0004.FESPUPE","Pregão eletrônico","2025NE002323"," "," ","0","Em execução","14133/21","0"," ","067/2025","ATUALIZADO","SEM CADASTRO"," ","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",360,7,11,2025,2,11,2026,"2","2"
274,10388,597,1390,195614.0,1025417.0,12305004.0,"092024","Outros","76.659.820/004653","Prestação do serviço de manutenção e suporte técnico do software PERGAMUM para atender o Núcleo de Gestão de Bibliotecas e Documentação (NBID)","Serviço contínuo","Sistemas e softwares","Reitoria","0040608277.000038/202321"," ","2024.0","2024/02/21 00:00:00.000","2029/02/21 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01282023CCDIN0018FESPUPE","Inexigibilidade","2024NE000363"," "," ","0","Em execução","14133/21","LEG00027/2025FESPUPE440702","CONCLUÍDO","236/2023"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1827,21,2,2024,21,2,2029,"1","1"
275,10389,598,1391,5990000.0,0.0,9571000.0,"592022","Approach Tecnologia ","24.376.542/000121","contratação de empresa especializada parafornecimento de materiais (elementos de hardware e software) e serviços para a implantação de solução de hiperconvergência para atender ao NCTI Reitoria da UPE","Serviço contínuo","Sistemas e softwares","Reitoria","0040608340.000122/202253","
","2022.0","2022/12/22 00:00:00.000","2025/12/22 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","000782411.2021.6.15.8000","Pregão eletrônico","2022NE002242
2022NE002243"," "," ","0","Em execução"," ","LEG00062/2025FESPUPE440702","COM PENDÊNCIA","219/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,22,12,2022,22,12,2025,"2","2"
276,10390,599,1392,5400000.0,0.0,5400000.0,"322025","Getinge do Brasil Equipamentos Medicos ","06.028.137/000211"," AQUISIÇÃO DE BALÃOINTRAAÓRTICO, BATERIA, MALETA, CILINDRO, KIT.SIMULADOR P/
ATENDER O PROCAPE/UPE, COM RECURSOS DO CONVÊNIO 943902/2023 ","Equipamento","Balão intra-aórtico","Outros","0040609855.000002/202481"," ","2025.0","2025/12/04 00:00:00.000","2026/12/04 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0269.2024.CPL.REIT.PE.0006.FESPUPE","Pregão eletrônico","2025NE002309 2025NE002310"," "," ","0","Em execução","14133/21","CT00006/2025FESPUPE440702","COM PENDÊNCIA","157/2024","ATUALIZADO"," ","SEM CADASTRO","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,4,12,2025,4,12,2026,"2","2"
277,10391,572,1393,56688305.0,1828655.0,2194386.0,"212023","Águia Serviços de Vigilância ","11.516.861/000143","Prestação de serviços Vigilância Armada posto de 24 horas diárias, de segunda a domingo, visando atender as necessidades, sendo 1 (um) posto para Instituto de Inovação Tecnológica da UPE e 1 (um) posto para o Instituto Confúcio","Serviço com mão de obra","Vigilância armada","IIT e IC","0040610019.000003/202385","0040608353.000001/202513","2023.0","2023/11/01 00:00:00.000","2026/11/01 00:00:00.000","Prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01902022PREGIXPE0126SAD","Pregão eletrônico","2024NE000051","2º"," ","0","Em execução","8666/93","LEG00054/2025FESPUPE440702","CONCLUÍDO","187/2023","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,1,11,2023,1,11,2026,"2","2"
278,10392,600,1394,256776929.0,4557539.0,109380936.0,"862019","Polo Comercial de Caruaru ","05.970.676/000121","Locação de imóvel correspondente a uma área de 1.457m2, inserida no empreendimento Polo Comercial de Caruaru, localizado na BR 104, Km62, Nova Caruaru.","Serviço contínuo","Locação de imóvel","Caruaru","96164177/2018","0040610245.000042/202571","2019.0","2019/10/01 00:00:00.000","2026/10/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," ","PE","0","00862019CPLREITDL0045FESPUPE","Dispensa","2024NE003008","1º"," ","0","Em execução"," ","LEG00055/2025FESPUPE440702","CONCLUÍDO","118/2019"," ","SEM CADASTRO"," "," ","null null, null- null- null, null- PE, null","Fone: null. E-mail: null",2557,1,10,2019,1,10,2026,"2","2"
279,10393,601,1395,2051592.0,6480983.0,77771796.0,"402022","Elenet Servicos Tecnicos ","09.502.112/000115","Contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva, de grupo gerador, instalado na Reitoria da Universidade de Pernambuco","Serviço contínuo","Manutenção de gerador","Reitoria","0040608353.000034/202211","0040610245.000012/202564","2022.0","2022/06/01 00:00:00.000","2026/06/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00202022CCDIN0007FESPUPE","Dispensa","2024NE001109","3º"," ","1º","Em execução","8666/93","LEG00030/2025FESPUPE440702","CONCLUÍDO","30/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1461,1,6,2022,1,6,2026,"1","1"
280,10394,602,1396,726000.0,0.0,726000.0,"022024","Safe S. a Vida e Comercio Internacional ","08.675.394/0001-90","O fornecimento de UM APARELHO DE ANESTESIA – montado sobre carro móvel para atender o Pronto Socorro Cardiológico Universitário da Universidade de Pernambuco (PROCAPE/UPE).","Equipamento","Anestesia","Outros","0040607174.000269/202169"," ","2024.0","2024/01/15 00:00:00.000","2025/01/15 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0032022CPLREITPE0003FESPUPE","Pregão eletrônico","2023NE002338"," "," ","0","Encerrado","8666/93","SEM CADASTRO","ENCERRADO SEM CADASTRO","0"," ","ENCERRADO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",366,15,1,2024,15,1,2025,"1","1"
281,10395,603,1397,4170994.0,0.0,3450000.0,"332025","Onze Construções ","14.877.395/000110","Execução da reforma das cobertas dos blocos ""C"" e ""D"" da Reitoria da Universidade de Pernambuco – UPE","Serviço de engenharia ","Outros","Reitoria","0040608361.000050/202549"," ","2025.0","2025/12/10 00:00:00.000","2026/08/07 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4058.2025.CPL UPE EN.PE.0042.FESPUPE","Pregão eletrônico","2025NE003855"," "," ","0","Em execução","14133/21","0","SEM CADASTRO","185/2025","COM PENDÊNCIA"," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",240,10,12,2025,7,8,2026,"2","2"
282,10396,604,1398,0.0,0.0,1239000.0,"42026","GE H. do B. C. e S. para Equipamentos Medico","00.029.372/000221","ECOCARDIOGRAFO  EQUIPAMENTO DIGITAL, IMAGEM DE ALTA DEFINICAO,OPCOES DE CRIACOES DE PROTOCOLOS,DEMAIS INFORMACOES EM EDITAL,ASSISTENCIA TECNICA EM PERNAMBUCO, GARANTIA MINIMA DE 1 ANO, REGISTRO NA ANVISAMarca:NENHUMA MARCA REGISTRADA","Equipamento","Ecocardiógrafo","Outros","0040609855.000005/202414"," ","2026.0","2026/01/22 00:00:00.000","2027/01/22 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0243.2024.CPL.REIT.PE.0001.FESPUPE","Pregão eletrônico","2025NE001280
2025NE001281"," "," ","0","Em execução","14133/21","CT00013/2026-FESP-UPE-440702","COM PENDÊNCIA","237/2024","ATUALIZADO","CONCLUÍDO","SEM CADASTRO","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,22,1,2026,22,1,2027,"1","1"
235,10397,591,1399,8404346.0,1248787.0,1498544.0,"352024","CEPE","10.921.252/000107","Serviços de digitalização dos dossiês dos servidores necessidades da PróReitoria de Desenvolvimento de Pessoas (PRODEP) da Universidade de Pernambuco","Serviço contínuo","Digitalização","Reitoria","0040608270.000179/202495","0040610245.000054/202503","2024.0","2024/12/18 00:00:00.000","2025/12/18 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","15582024AC12IN0157SAD","Inexigibilidade","2024NE002464"," "," ","0","Em execução","14133/21","	LEG00023/2025FESPUPE440702","CONCLUÍDO","174/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,18,12,2024,18,12,2025,"2","2"
283,10398,605,1400,15986448.0,0.0,15986448.0,"302024","Gestão de T. em S. S. e A. de Mão de Obra","11.457.039/000159","Prestação de serviços de Manutenção Predial, preventiva e corretiva, com disponibilização de equipamentos, ferramentas e utensílios, sem reposição e substituição de peças.","Serviço com mão de obra","Manutenção predial","FOP","0040608344.000092/202415","0040610245.000041/202526","2024.0","2024/12/17 00:00:00.000","2025/12/17 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00622023PREGXIVPE0049SAD","Pregão eletrônico","2024NE002859"," "," ","0","Em execução","8666/93","LEG00011/2025FESPUPE440702","CONCLUÍDO","214/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,17,12,2024,17,12,2025,"2","2"
284,10399,606,1401,549000.0,0.0,549000.0,"062025","G S de Paula Fireware Digital","50.388.009/000190","Prestação de serviços de manutenção e desenvolvimento de novas funcionalidades no sistema de software SAPIENS, visando atender as necessidades da Universidade de Pernambuco.","Serviço contínuo","Sistemas e softwares","UPE","0040608319.000037/202424"," ","2025.0","2025/01/14 00:00:00.000","2025/10/14 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3076.2024.CPL.REIT.PE.0053.FESPUPE","Pregão eletrônico","2024NE003019
2024NE003015"," "," ","0","Em execução","14133/21","LEG00022/2025FESPUPE440702","CONCLUÍDO","248/2024"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",273,14,1,2025,14,10,2025,"1","2"
